sample_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,target_name,target
ID1182523622__GDM_g,train/ID1182523622.jpg,2015/6/29,Tas,WhiteClover,0.48,2.0,GDM_g,3.7811
ID1183807388__Dry_Clover_g,train/ID1183807388.jpg,2015/7/1,Tas,Ryegrass,0.7,5.0,Dry_Clover_g,0.0
ID1183807388__Dry_Dead_g,train/ID1183807388.jpg,2015/7/1,Tas,Ryegrass,0.7,5.0,Dry_Dead_g,20.9156
ID1183807388__Dry_Green_g,train/ID1183807388.jpg,2015/7/1,Tas,Ryegrass,0.7,5.0,Dry_Green_g,20.9156
ID1183807388__Dry_Total_g,train/ID1183807388.jpg,2015/7/1,Tas,Ryegrass,0.7,5.0,Dry_Total_g,41.8312
ID1183807388__GDM_g,train/ID1183807388.jpg,2015/7/1,Tas,Ryegrass,0.7,5.0,GDM_g,20.9156
ID1193692654__Dry_Clover_g,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,Dry_Clover_g,0.2727
ID1193692654__Dry_Dead_g,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,Dry_Dead_g,6.3317
ID1193692654__Dry_Green_g,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,Dry_Green_g,13.4232
ID1193692654__Dry_Total_g,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,Dry_Total_g,20.0276
ID1193692654__GDM_g,train/ID1193692654.jpg,2015/9/11,Tas,Ryegrass,0.69,3.1667,GDM_g,13.6959
ID1199150612__Dry_Clover_g,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,Dry_Clover_g,0.3602
ID1199150612__Dry_Dead_g,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,Dry_Dead_g,40.7019
ID1199150612__Dry_Green_g,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,Dry_Green_g,27.0146
ID1199150612__Dry_Total_g,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,Dry_Total_g,68.0767
ID1199150612__GDM_g,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,GDM_g,27.3748
ID1208644039__Dry_Clover_g,train/ID1208644039.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Clover_g,1.55
ID1208644039__Dry_Dead_g,train/ID1208644039.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Dead_g,7.75
ID1208644039__Dry_Green_g,train/ID1208644039.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Green_g,31.0
ID1208644039__Dry_Total_g,train/ID1208644039.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Total_g,40.3
ID1208644039__GDM_g,train/ID1208644039.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,GDM_g,32.55
ID1211362607__Dry_Clover_g,train/ID1211362607.jpg,2015/2/24,NSW,Ryegrass,0.58,7.0,Dry_Clover_g,0.0
ID1211362607__Dry_Dead_g,train/ID1211362607.jpg,2015/2/24,NSW,Ryegrass,0.58,7.0,Dry_Dead_g,1.3446
ID1211362607__Dry_Green_g,train/ID1211362607.jpg,2015/2/24,NSW,Ryegrass,0.58,7.0,Dry_Green_g,66.5554
ID1211362607__Dry_Total_g,train/ID1211362607.jpg,2015/2/24,NSW,Ryegrass,0.58,7.0,Dry_Total_g,67.9
ID1211362607__GDM_g,train/ID1211362607.jpg,2015/2/24,NSW,Ryegrass,0.58,7.0,GDM_g,66.5554
ID121331988__Dry_Clover_g,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,Dry_Clover_g,0.0
ID121331988__Dry_Dead_g,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,Dry_Dead_g,21.05
ID121331988__Dry_Green_g,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,Dry_Green_g,63.15
ID121331988__Dry_Total_g,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,Dry_Total_g,84.2
ID121331988__GDM_g,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,GDM_g,63.15
ID1215977190__Dry_Clover_g,train/ID1215977190.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Clover_g,0.4068
ID1215977190__Dry_Dead_g,train/ID1215977190.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Dead_g,24.8123
ID1215977190__Dry_Green_g,train/ID1215977190.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Green_g,30.1002
ID1215977190__Dry_Total_g,train/ID1215977190.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Total_g,55.3193
ID1215977190__GDM_g,train/ID1215977190.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,GDM_g,30.507
ID1217108125__Dry_Clover_g,train/ID1217108125.jpg,2015/6/29,Tas,WhiteClover,0.62,2.0,Dry_Clover_g,5.9027
ID1217108125__Dry_Dead_g,train/ID1217108125.jpg,2015/6/29,Tas,WhiteClover,0.62,2.0,Dry_Dead_g,8.0594
ID1217108125__Dry_Green_g,train/ID1217108125.jpg,2015/6/29,Tas,WhiteClover,0.62,2.0,Dry_Green_g,0.6811
ID1217108125__Dry_Total_g,train/ID1217108125.jpg,2015/6/29,Tas,WhiteClover,0.62,2.0,Dry_Total_g,14.6432
ID1217108125__GDM_g,train/ID1217108125.jpg,2015/6/29,Tas,WhiteClover,0.62,2.0,GDM_g,6.5838
ID1237349078__Dry_Clover_g,train/ID1237349078.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.5,Dry_Clover_g,3.189
ID1237349078__Dry_Dead_g,train/ID1237349078.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.5,Dry_Dead_g,26.221
ID1237349078__Dry_Green_g,train/ID1237349078.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.5,Dry_Green_g,9.39
ID1237349078__Dry_Total_g,train/ID1237349078.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.5,Dry_Total_g,38.8
ID1237349078__GDM_g,train/ID1237349078.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.5,GDM_g,12.579
ID12390962__Dry_Clover_g,train/ID12390962.jpg,2015/5/18,Tas,Ryegrass,0.56,5.0,Dry_Clover_g,0.0
ID12390962__Dry_Dead_g,train/ID12390962.jpg,2015/5/18,Tas,Ryegrass,0.56,5.0,Dry_Dead_g,15.2
ID12390962__Dry_Green_g,train/ID12390962.jpg,2015/5/18,Tas,Ryegrass,0.56,5.0,Dry_Green_g,14.0
ID12390962__Dry_Total_g,train/ID12390962.jpg,2015/5/18,Tas,Ryegrass,0.56,5.0,Dry_Total_g,29.2
ID12390962__GDM_g,train/ID12390962.jpg,2015/5/18,Tas,Ryegrass,0.56,5.0,GDM_g,14.0
ID1244346858__Dry_Clover_g,train/ID1244346858.jpg,2015/10/6,NSW,Fescue,0.45,12.3333,Dry_Clover_g,0.0
ID1244346858__Dry_Dead_g,train/ID1244346858.jpg,2015/10/6,NSW,Fescue,0.45,12.3333,Dry_Dead_g,30.9343
ID1244346858__Dry_Green_g,train/ID1244346858.jpg,2015/10/6,NSW,Fescue,0.45,12.3333,Dry_Green_g,49.2657
ID1244346858__Dry_Total_g,train/ID1244346858.jpg,2015/10/6,NSW,Fescue,0.45,12.3333,Dry_Total_g,80.2
ID1244346858__GDM_g,train/ID1244346858.jpg,2015/10/6,NSW,Fescue,0.45,12.3333,GDM_g,49.2657
ID1249094008__Dry_Clover_g,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Clover_g,0.0
ID1249094008__Dry_Dead_g,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Dead_g,16.3603
ID1249094008__Dry_Green_g,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Green_g,4.5809
ID1249094008__Dry_Total_g,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Total_g,20.9412
ID1249094008__GDM_g,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,GDM_g,4.5809
ID1251029854__Dry_Clover_g,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,Dry_Clover_g,0.0
ID1251029854__Dry_Dead_g,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,Dry_Dead_g,22.0875
ID1251029854__Dry_Green_g,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,Dry_Green_g,36.8125
ID1251029854__Dry_Total_g,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,Dry_Total_g,58.9
ID1251029854__GDM_g,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,GDM_g,36.8125
ID1254829053__Dry_Clover_g,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,Dry_Clover_g,0.0
ID1254829053__Dry_Dead_g,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,Dry_Dead_g,10.2162
ID1254829053__Dry_Green_g,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,Dry_Green_g,4.2568
ID1254829053__Dry_Total_g,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,Dry_Total_g,14.473
ID1254829053__GDM_g,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,GDM_g,4.2568
ID1268934251__Dry_Clover_g,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,Dry_Clover_g,0.0
ID1268934251__Dry_Dead_g,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,Dry_Dead_g,24.7869
ID1268934251__Dry_Green_g,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,Dry_Green_g,17.2131
ID1268934251__Dry_Total_g,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,Dry_Total_g,42.0
ID1268934251__GDM_g,train/ID1268934251.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,GDM_g,17.2131
ID1275072698__Dry_Clover_g,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,Dry_Clover_g,0.0
ID1275072698__Dry_Dead_g,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,Dry_Dead_g,2.5
ID1275072698__Dry_Green_g,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,Dry_Green_g,62.0
ID1275072698__Dry_Total_g,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,Dry_Total_g,64.5
ID1275072698__GDM_g,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,GDM_g,62.0
ID1277756619__Dry_Clover_g,train/ID1277756619.jpg,2015/7/1,Tas,Ryegrass,0.4,3.0,Dry_Clover_g,0.0
ID1277756619__Dry_Dead_g,train/ID1277756619.jpg,2015/7/1,Tas,Ryegrass,0.4,3.0,Dry_Dead_g,3.2
ID1277756619__Dry_Green_g,train/ID1277756619.jpg,2015/7/1,Tas,Ryegrass,0.4,3.0,Dry_Green_g,6.0
ID1277756619__Dry_Total_g,train/ID1277756619.jpg,2015/7/1,Tas,Ryegrass,0.4,3.0,Dry_Total_g,9.2
ID1277756619__GDM_g,train/ID1277756619.jpg,2015/7/1,Tas,Ryegrass,0.4,3.0,GDM_g,6.0
ID1291116815__Dry_Clover_g,train/ID1291116815.jpg,2015/7/2,Vic,Ryegrass_Clover,0.76,3.0,Dry_Clover_g,1.24
ID1291116815__Dry_Dead_g,train/ID1291116815.jpg,2015/7/2,Vic,Ryegrass_Clover,0.76,3.0,Dry_Dead_g,3.72
ID1291116815__Dry_Green_g,train/ID1291116815.jpg,2015/7/2,Vic,Ryegrass_Clover,0.76,3.0,Dry_Green_g,19.84
ID1291116815__Dry_Total_g,train/ID1291116815.jpg,2015/7/2,Vic,Ryegrass_Clover,0.76,3.0,Dry_Total_g,24.8
ID1291116815__GDM_g,train/ID1291116815.jpg,2015/7/2,Vic,Ryegrass_Clover,0.76,3.0,GDM_g,21.08
ID1294770420__Dry_Clover_g,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,Dry_Clover_g,17.3814
ID1294770420__Dry_Dead_g,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,Dry_Dead_g,36.1534
ID1294770420__Dry_Green_g,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,Dry_Green_g,14.6004
ID1294770420__Dry_Total_g,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,Dry_Total_g,68.1352
ID1294770420__GDM_g,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,GDM_g,31.9818
ID1314135397__Dry_Clover_g,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,Dry_Clover_g,0.0
ID1314135397__Dry_Dead_g,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,Dry_Dead_g,16.6678
ID1314135397__Dry_Green_g,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,Dry_Green_g,28.0322
ID1314135397__Dry_Total_g,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,Dry_Total_g,44.7
ID1314135397__GDM_g,train/ID1314135397.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.75,6.0,GDM_g,28.0322
ID13162390__Dry_Clover_g,train/ID13162390.jpg,2015/8/14,Vic,Ryegrass_Clover,0.74,3.0,Dry_Clover_g,2.8667
ID13162390__Dry_Dead_g,train/ID13162390.jpg,2015/8/14,Vic,Ryegrass_Clover,0.74,3.0,Dry_Dead_g,2.8667
ID13162390__Dry_Green_g,train/ID13162390.jpg,2015/8/14,Vic,Ryegrass_Clover,0.74,3.0,Dry_Green_g,20.0667
ID13162390__Dry_Total_g,train/ID13162390.jpg,2015/8/14,Vic,Ryegrass_Clover,0.74,3.0,Dry_Total_g,25.8
ID13162390__GDM_g,train/ID13162390.jpg,2015/8/14,Vic,Ryegrass_Clover,0.74,3.0,GDM_g,22.9333
ID1337107565__Dry_Clover_g,train/ID1337107565.jpg,2015/8/21,WA,Clover,0.39,1.0,Dry_Clover_g,10.04
ID1337107565__Dry_Dead_g,train/ID1337107565.jpg,2015/8/21,WA,Clover,0.39,1.0,Dry_Dead_g,0.0
ID1337107565__Dry_Green_g,train/ID1337107565.jpg,2015/8/21,WA,Clover,0.39,1.0,Dry_Green_g,0.0
ID1337107565__Dry_Total_g,train/ID1337107565.jpg,2015/8/21,WA,Clover,0.39,1.0,Dry_Total_g,10.04
ID1337107565__GDM_g,train/ID1337107565.jpg,2015/8/21,WA,Clover,0.39,1.0,GDM_g,10.04
ID1343327476__Dry_Clover_g,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,Dry_Clover_g,3.1429
ID1343327476__Dry_Dead_g,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,Dry_Dead_g,3.1429
ID1343327476__Dry_Green_g,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,Dry_Green_g,37.7143
ID1343327476__Dry_Total_g,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,Dry_Total_g,44.0
ID1343327476__GDM_g,train/ID1343327476.jpg,2015/8/14,Vic,Phalaris_Clover,0.71,5.0,GDM_g,40.8571
ID1345375788__Dry_Clover_g,train/ID1345375788.jpg,2015/6/26,Tas,Ryegrass_Clover,0.6,3.0,Dry_Clover_g,2.3762
ID1345375788__Dry_Dead_g,train/ID1345375788.jpg,2015/6/26,Tas,Ryegrass_Clover,0.6,3.0,Dry_Dead_g,7.7226
ID1345375788__Dry_Green_g,train/ID1345375788.jpg,2015/6/26,Tas,Ryegrass_Clover,0.6,3.0,Dry_Green_g,8.7127
ID1345375788__Dry_Total_g,train/ID1345375788.jpg,2015/6/26,Tas,Ryegrass_Clover,0.6,3.0,Dry_Total_g,18.8115
ID1345375788__GDM_g,train/ID1345375788.jpg,2015/6/26,Tas,Ryegrass_Clover,0.6,3.0,GDM_g,11.0889
ID135365668__Dry_Clover_g,train/ID135365668.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,Dry_Clover_g,2.4
ID135365668__Dry_Dead_g,train/ID135365668.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,Dry_Dead_g,1.8667
ID135365668__Dry_Green_g,train/ID135365668.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,Dry_Green_g,17.3333
ID135365668__Dry_Total_g,train/ID135365668.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,Dry_Total_g,21.6
ID135365668__GDM_g,train/ID135365668.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,GDM_g,19.7333
ID1354190372__Dry_Clover_g,train/ID1354190372.jpg,2015/11/10,Tas,Ryegrass_Clover,0.67,3.0,Dry_Clover_g,11.2565
ID1354190372__Dry_Dead_g,train/ID1354190372.jpg,2015/11/10,Tas,Ryegrass_Clover,0.67,3.0,Dry_Dead_g,6.5255
ID1354190372__Dry_Green_g,train/ID1354190372.jpg,2015/11/10,Tas,Ryegrass_Clover,0.67,3.0,Dry_Green_g,10.6039
ID1354190372__Dry_Total_g,train/ID1354190372.jpg,2015/11/10,Tas,Ryegrass_Clover,0.67,3.0,Dry_Total_g,28.3859
ID1354190372__GDM_g,train/ID1354190372.jpg,2015/11/10,Tas,Ryegrass_Clover,0.67,3.0,GDM_g,21.8604
ID1357758282__Dry_Clover_g,train/ID1357758282.jpg,2015/1/15,NSW,Lucerne,0.77,62.0,Dry_Clover_g,0.0
ID1357758282__Dry_Dead_g,train/ID1357758282.jpg,2015/1/15,NSW,Lucerne,0.77,62.0,Dry_Dead_g,4.8
ID1357758282__Dry_Green_g,train/ID1357758282.jpg,2015/1/15,NSW,Lucerne,0.77,62.0,Dry_Green_g,107.3
ID1357758282__Dry_Total_g,train/ID1357758282.jpg,2015/1/15,NSW,Lucerne,0.77,62.0,Dry_Total_g,112.1
ID1357758282__GDM_g,train/ID1357758282.jpg,2015/1/15,NSW,Lucerne,0.77,62.0,GDM_g,107.3
ID1357768767__Dry_Clover_g,train/ID1357768767.jpg,2015/2/25,NSW,Fescue,0.68,15.0,Dry_Clover_g,0.0
ID1357768767__Dry_Dead_g,train/ID1357768767.jpg,2015/2/25,NSW,Fescue,0.68,15.0,Dry_Dead_g,5.4497
ID1357768767__Dry_Green_g,train/ID1357768767.jpg,2015/2/25,NSW,Fescue,0.68,15.0,Dry_Green_g,104.1503
ID1357768767__Dry_Total_g,train/ID1357768767.jpg,2015/2/25,NSW,Fescue,0.68,15.0,Dry_Total_g,109.6
ID1357768767__GDM_g,train/ID1357768767.jpg,2015/2/25,NSW,Fescue,0.68,15.0,GDM_g,104.1503
ID1370004842__Dry_Clover_g,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,Dry_Clover_g,0.0
ID1370004842__Dry_Dead_g,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,Dry_Dead_g,21.9986
ID1370004842__Dry_Green_g,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,Dry_Green_g,55.8014
ID1370004842__Dry_Total_g,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,Dry_Total_g,77.8
ID1370004842__GDM_g,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,GDM_g,55.8014
ID1374789439__Dry_Clover_g,train/ID1374789439.jpg,2015/7/1,Vic,Phalaris_Clover,0.74,4.0,Dry_Clover_g,1.3556
ID1374789439__Dry_Dead_g,train/ID1374789439.jpg,2015/7/1,Vic,Phalaris_Clover,0.74,4.0,Dry_Dead_g,1.3556
ID1374789439__Dry_Green_g,train/ID1374789439.jpg,2015/7/1,Vic,Phalaris_Clover,0.74,4.0,Dry_Green_g,21.6889
ID1374789439__Dry_Total_g,train/ID1374789439.jpg,2015/7/1,Vic,Phalaris_Clover,0.74,4.0,Dry_Total_g,24.4
ID1374789439__GDM_g,train/ID1374789439.jpg,2015/7/1,Vic,Phalaris_Clover,0.74,4.0,GDM_g,23.0444
ID1385921939__Dry_Clover_g,train/ID1385921939.jpg,2015/5/7,NSW,Lucerne,0.79,32.0,Dry_Clover_g,0.0
ID1385921939__Dry_Dead_g,train/ID1385921939.jpg,2015/5/7,NSW,Lucerne,0.79,32.0,Dry_Dead_g,6.8243
ID1385921939__Dry_Green_g,train/ID1385921939.jpg,2015/5/7,NSW,Lucerne,0.79,32.0,Dry_Green_g,43.6757
ID1385921939__Dry_Total_g,train/ID1385921939.jpg,2015/5/7,NSW,Lucerne,0.79,32.0,Dry_Total_g,50.5
ID1385921939__GDM_g,train/ID1385921939.jpg,2015/5/7,NSW,Lucerne,0.79,32.0,GDM_g,43.6757
ID1386202352__Dry_Clover_g,train/ID1386202352.jpg,2015/5/19,Tas,Ryegrass_Clover,0.86,5.0,Dry_Clover_g,0.0
ID1386202352__Dry_Dead_g,train/ID1386202352.jpg,2015/5/19,Tas,Ryegrass_Clover,0.86,5.0,Dry_Dead_g,12.1549
ID1386202352__Dry_Green_g,train/ID1386202352.jpg,2015/5/19,Tas,Ryegrass_Clover,0.86,5.0,Dry_Green_g,35.0834
ID1386202352__Dry_Total_g,train/ID1386202352.jpg,2015/5/19,Tas,Ryegrass_Clover,0.86,5.0,Dry_Total_g,47.2383
ID1386202352__GDM_g,train/ID1386202352.jpg,2015/5/19,Tas,Ryegrass_Clover,0.86,5.0,GDM_g,35.0834
ID1395011773__Dry_Clover_g,train/ID1395011773.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,Dry_Clover_g,10.0895
ID1395011773__Dry_Dead_g,train/ID1395011773.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,Dry_Dead_g,11.9667
ID1395011773__Dry_Green_g,train/ID1395011773.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,Dry_Green_g,13.8438
ID1395011773__Dry_Total_g,train/ID1395011773.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,Dry_Total_g,35.9
ID1395011773__GDM_g,train/ID1395011773.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,GDM_g,23.9333
ID1403078396__Dry_Clover_g,train/ID1403078396.jpg,2015/9/4,Tas,Clover,0.42,2.3333,Dry_Clover_g,5.3
ID1403078396__Dry_Dead_g,train/ID1403078396.jpg,2015/9/4,Tas,Clover,0.42,2.3333,Dry_Dead_g,8.3
ID1403078396__Dry_Green_g,train/ID1403078396.jpg,2015/9/4,Tas,Clover,0.42,2.3333,Dry_Green_g,1.5
ID1403078396__Dry_Total_g,train/ID1403078396.jpg,2015/9/4,Tas,Clover,0.42,2.3333,Dry_Total_g,15.1
ID1403078396__GDM_g,train/ID1403078396.jpg,2015/9/4,Tas,Clover,0.42,2.3333,GDM_g,6.8
ID1403107574__Dry_Clover_g,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Clover_g,22.69
ID1403107574__Dry_Dead_g,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Dead_g,0.0
ID1403107574__Dry_Green_g,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Green_g,0.0
ID1403107574__Dry_Total_g,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Total_g,22.69
ID1403107574__GDM_g,train/ID1403107574.jpg,2015/8/21,WA,Clover,0.54,1.0,GDM_g,22.69
ID1411613934__Dry_Clover_g,train/ID1411613934.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,Dry_Clover_g,6.8937
ID1411613934__Dry_Dead_g,train/ID1411613934.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,Dry_Dead_g,17.8286
ID1411613934__Dry_Green_g,train/ID1411613934.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,Dry_Green_g,16.8777
ID1411613934__Dry_Total_g,train/ID1411613934.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,Dry_Total_g,41.6
ID1411613934__GDM_g,train/ID1411613934.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,GDM_g,23.7714
ID141370843__Dry_Clover_g,train/ID141370843.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Clover_g,5.6182
ID141370843__Dry_Dead_g,train/ID141370843.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Dead_g,5.6182
ID141370843__Dry_Green_g,train/ID141370843.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Green_g,19.6636
ID141370843__Dry_Total_g,train/ID141370843.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Total_g,30.9
ID141370843__GDM_g,train/ID141370843.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,GDM_g,25.2818
ID1413758094__Dry_Clover_g,train/ID1413758094.jpg,2015/9/4,Tas,Ryegrass_Clover,0.54,5.0,Dry_Clover_g,0.8746
ID1413758094__Dry_Dead_g,train/ID1413758094.jpg,2015/9/4,Tas,Ryegrass_Clover,0.54,5.0,Dry_Dead_g,46.0532
ID1413758094__Dry_Green_g,train/ID1413758094.jpg,2015/9/4,Tas,Ryegrass_Clover,0.54,5.0,Dry_Green_g,17.5601
ID1413758094__Dry_Total_g,train/ID1413758094.jpg,2015/9/4,Tas,Ryegrass_Clover,0.54,5.0,Dry_Total_g,64.4879
ID1413758094__GDM_g,train/ID1413758094.jpg,2015/9/4,Tas,Ryegrass_Clover,0.54,5.0,GDM_g,18.4347
ID1414371018__Dry_Clover_g,train/ID1414371018.jpg,2015/11/10,Tas,Ryegrass_Clover,0.72,3.1667,Dry_Clover_g,14.7281
ID1414371018__Dry_Dead_g,train/ID1414371018.jpg,2015/11/10,Tas,Ryegrass_Clover,0.72,3.1667,Dry_Dead_g,6.1901
